unnamed_0,age,gender,weight_kg,height_m,max_bpm,avg_bpm,resting_bpm,session_duration_hours,workout_type,fat_percentage,water_intake_liters,workout_frequency_daysweek,experience_level,bmi,base_met,hr_intensity,effective_met,calories_burned_kcal
11657,21,Female,73.6,1.79,192,157,75,0.57,Strength,26.4,3.9,2,0,22.9,6.0,0.700854701,4.205128205,176.4
11658,37,Female,88.5,1.59,177,145,71,0.43,Strength,30.6,3.5,4,1,35.0,6.0,0.698113208,4.188679245,159.4
11659,31,Female,87.3,1.83,181,166,79,1.05,HIIT,23.1,3.4,3,1,26.2,9.5,0.852941176,8.102941176,742.8
11660,47,Male,79.3,1.72,168,141,77,0.53,Strength,21.0,3.3,2,0,26.7,6.0,0.703296703,4.21978022,177.4
11661,46,Female,87.9,1.68,180,125,58,1.42,Yoga,14.1,4.5,7,3,31.0,3.0,0.549180328,1.647540984,205.6
11662,25,Female,79.0,1.8,187,149,63,1.15,Strength,23.0,3.9,7,3,24.4,6.0,0.693548387,4.161290323,378.1
11663,29,Female,52.2,1.56,190,152,64,1.14,Strength,10.6,4.3,7,3,21.4,6.0,0.698412698,4.19047619,249.4
11664,58,Female,87.7,1.73,165,127,81,0.25,Yoga,20.4,3.2,2,0,29.2,3.0,0.547619048,1.642857143,36.0
11665,55,Male,87.5,1.72,165,151,70,0.49,HIIT,26.3,2.5,3,0,29.5,9.5,0.852631579,8.1,347.3
11666,43,Male,61.9,1.59,181,141,66,0.91,Cardio,16.0,3.1,7,3,24.6,7.0,0.652173913,4.565217391,257.2
11667,19,Male,92.5,1.73,198,181,85,0.5,HIIT,23.2,3.1,3,0,31.0,9.5,0.849557522,8.07079646,373.3
11668,57,Female,69.1,1.71,161,131,76,0.94,Cardio,31.2,2.9,5,1,23.7,7.0,0.647058824,4.529411765,294.2
11669,31,Female,76.6,1.66,187,138,77,0.66,Yoga,20.9,3.6,4,1,27.7,3.0,0.554545455,1.663636364,84.1
11670,23,Male,93.8,1.77,200,181,73,0.4,HIIT,28.2,2.8,2,0,30.1,9.5,0.850393701,8.078740157,303.1
11671,59,Male,64.2,1.62,175,137,68,1.16,Cardio,11.5,3.3,6,3,24.4,7.0,0.644859813,4.514018692,336.2
11672,57,Female,75.3,1.71,163,140,73,0.6,Mixed,28.9,3.5,3,0,25.8,8.0,0.744444444,5.955555556,269.1
11673,48,Female,78.1,1.67,171,156,70,0.58,HIIT,25.4,2.7,5,1,28.1,9.5,0.851485149,8.089108911,366.4
11674,34,Female,59.0,1.62,181,149,73,0.25,Strength,29.8,2.4,3,0,22.5,6.0,0.703703704,4.222222222,62.3
11675,42,Female,62.1,1.73,187,145,67,0.56,Cardio,22.7,2.4,4,1,20.7,7.0,0.65,4.55,158.2
11676,49,Female,80.8,1.66,169,146,75,0.7,Mixed,33.9,4.1,3,0,29.3,8.0,0.755319149,6.042553191,341.8
11677,29,Male,59.3,1.53,188,145,64,0.86,Cardio,22.6,3.6,4,1,25.2,7.0,0.653225806,4.572580645,233.2
11678,30,Female,49.4,1.5,189,169,57,1.42,HIIT,14.4,3.6,7,3,22.0,9.5,0.848484848,8.060606061,565.4
11679,36,Male,75.4,1.76,193,160,60,1.38,Mixed,15.5,5.3,5,2,24.4,8.0,0.751879699,6.015037594,625.9
11680,42,Female,63.2,1.56,175,144,73,1.43,Strength,19.3,4.1,4,2,26.0,6.0,0.696078431,4.176470588,377.5
11681,48,Male,52.5,1.71,172,147,73,0.88,Mixed,20.1,4.1,5,2,18.0,8.0,0.747474747,5.97979798,276.3
11682,54,Male,76.3,1.69,153,127,78,0.95,Cardio,25.6,3.0,4,2,26.9,7.0,0.653333333,4.573333333,331.5
11683,42,Male,69.2,1.64,183,155,70,0.88,Mixed,18.2,3.3,4,1,25.6,8.0,0.752212389,6.017699115,366.5
11684,33,Female,107.7,1.88,186,145,70,0.68,Cardio,20.4,2.9,3,1,30.6,7.0,0.646551724,4.525862069,331.5
11685,55,Female,66.7,1.7,170,122,64,1.18,Yoga,23.4,4.6,7,3,23.1,3.0,0.547169811,1.641509434,129.2
11686,40,Female,90.9,1.76,183,140,59,0.78,Cardio,21.6,3.0,4,2,29.5,7.0,0.653225806,4.572580645,324.2
11687,31,Male,69.5,1.71,190,154,70,0.69,Strength,28.1,3.5,2,0,23.8,6.0,0.7,4.2,201.4
11688,23,Male,67.4,1.66,195,147,57,0.97,Cardio,16.7,2.7,7,2,24.6,7.0,0.652173913,4.565217391,298.5
11689,42,Female,70.7,1.68,178,163,79,0.51,HIIT,26.1,3.2,3,0,25.1,9.5,0.848484848,8.060606061,290.6
11690,40,Male,107.9,1.83,173,156,61,1.18,HIIT,16.1,4.1,4,2,32.4,9.5,0.848214286,8.058035714,1026.0
11691,29,Male,60.9,1.79,192,155,70,0.63,Strength,14.6,3.0,7,2,19.0,6.0,0.696721311,4.180327869,160.4
11692,30,Male,91.4,1.88,193,154,63,1.03,Strength,17.1,3.7,6,2,26.0,6.0,0.7,4.2,395.4
11693,53,Male,70.0,1.7,167,126,75,0.65,Yoga,28.6,3.4,3,0,24.2,3.0,0.554347826,1.663043478,75.7
11694,56,Female,60.6,1.59,164,148,59,1.02,HIIT,9.3,3.7,6,3,23.9,9.5,0.847619048,8.052380952,497.7
11695,51,Male,70.5,1.64,166,152,71,0.45,HIIT,24.5,2.9,5,1,26.3,9.5,0.852631579,8.1,257.0
11696,23,Female,69.3,1.56,196,163,63,0.96,Mixed,18.1,4.2,4,2,28.4,8.0,0.751879699,6.015037594,400.2
11697,55,Male,80.6,1.76,160,147,75,0.89,HIIT,24.0,3.9,4,1,26.1,9.5,0.847058824,8.047058824,577.2
11698,57,Male,76.1,1.62,160,147,74,0.71,HIIT,23.2,3.3,2,0,28.9,9.5,0.848837209,8.063953488,435.7
11699,25,Female,48.3,1.45,205,173,77,0.53,Mixed,31.6,3.3,3,0,23.0,8.0,0.75,6.0,153.6
11700,25,Male,85.9,1.9,195,141,76,0.89,Yoga,26.1,3.7,2,0,23.8,3.0,0.546218487,1.638655462,125.3
11701,57,Female,52.7,1.62,165,135,65,1.27,Strength,20.7,4.0,5,1,20.0,6.0,0.7,4.2,281.1
11702,50,Female,84.0,1.62,170,130,82,0.96,Yoga,34.3,4.2,3,0,31.9,3.0,0.545454545,1.636363636,132.0
11703,51,Female,79.3,1.85,169,139,67,0.63,Strength,24.2,3.4,5,1,23.3,6.0,0.705882353,4.235294118,211.6
11704,32,Female,55.5,1.56,189,154,74,0.54,Strength,28.3,3.2,5,1,22.8,6.0,0.695652174,4.173913043,125.1
11705,53,Female,85.0,1.79,166,143,74,0.72,Mixed,29.1,3.6,3,1,26.4,8.0,0.75,6.0,367.2
11706,52,Female,74.7,1.62,171,140,68,0.63,Strength,35.1,3.3,2,0,28.4,6.0,0.699029126,4.194174757,197.4
11707,39,Female,50.9,1.55,177,140,69,0.67,Cardio,20.1,2.8,5,1,21.2,7.0,0.657407407,4.601851852,156.9
11708,40,Male,98.4,1.85,173,134,63,0.99,Cardio,9.6,3.4,7,3,28.7,7.0,0.645454545,4.518181818,440.1
11709,57,Female,71.6,1.77,164,131,69,1.14,Cardio,15.2,3.6,4,1,22.8,7.0,0.652631579,4.568421053,372.9
11710,39,Male,93.3,1.77,187,147,74,0.93,Cardio,24.0,3.4,2,0,29.7,7.0,0.646017699,4.522123894,392.4
11711,22,Male,64.4,1.72,195,164,71,0.85,Mixed,19.9,4.6,3,1,21.8,8.0,0.75,6.0,328.4
11712,48,Male,81.6,1.74,176,149,68,1.21,Mixed,17.2,5.1,3,1,26.9,8.0,0.75,6.0,592.4
11713,30,Female,58.6,1.56,193,153,77,0.46,Cardio,26.3,2.5,3,0,24.2,7.0,0.655172414,4.586206897,123.6
11714,45,Female,55.8,1.69,183,167,75,0.71,HIIT,34.9,2.7,3,0,19.5,9.5,0.851851852,8.092592593,320.6
11715,37,Male,46.2,1.59,192,155,69,0.95,Strength,19.3,3.8,5,1,18.3,6.0,0.699186992,4.195121951,184.1
11716,50,Female,49.9,1.54,173,124,65,0.93,Yoga,28.3,3.3,4,1,21.0,3.0,0.546296296,1.638888889,76.1
11717,33,Male,82.9,1.72,186,148,77,0.61,Cardio,24.4,2.7,3,0,28.0,7.0,0.651376147,4.559633028,230.6
11718,46,Male,58.0,1.8,166,128,58,0.76,Cardio,13.3,2.4,5,1,18.0,7.0,0.648148148,4.537037037,200.0
11719,40,Male,68.3,1.64,185,169,76,0.53,HIIT,29.8,2.6,2,0,25.3,9.5,0.853211009,8.105504587,293.4
11720,41,Female,68.8,1.66,185,157,75,0.52,Mixed,28.7,3.2,2,0,25.0,8.0,0.745454545,5.963636364,213.4
11721,51,Male,44.2,1.57,168,152,61,1.29,HIIT,9.6,3.8,5,2,18.0,9.5,0.85046729,8.079439252,460.7
11722,24,Female,58.8,1.68,198,151,63,0.72,Cardio,23.3,3.1,3,1,20.8,7.0,0.651851852,4.562962963,193.2
11723,55,Male,64.2,1.76,160,145,62,1.22,HIIT,11.1,3.9,7,3,20.8,9.5,0.846938776,8.045918367,630.2
11724,54,Female,74.9,1.76,163,132,59,1.19,Strength,22.2,4.2,7,3,24.2,6.0,0.701923077,4.211538462,375.4
11725,21,Male,89.9,1.73,192,133,61,1.24,Yoga,14.2,4.4,7,3,29.9,3.0,0.549618321,1.648854962,183.8
11726,51,Female,74.1,1.62,170,155,66,0.75,HIIT,29.6,2.9,2,0,28.3,9.5,0.855769231,8.129807692,451.8
11727,59,Male,58.8,1.61,159,129,72,0.96,Cardio,15.7,3.2,4,1,22.6,7.0,0.655172414,4.586206897,258.9
11728,39,Female,64.0,1.76,187,153,75,1.07,Strength,17.9,4.0,3,1,20.7,6.0,0.696428571,4.178571429,286.1
11729,22,Female,55.8,1.76,199,157,59,1.18,Strength,12.1,3.9,7,3,18.0,6.0,0.7,4.2,276.5
11730,59,Female,62.2,1.66,163,148,66,0.71,HIIT,20.9,2.7,3,1,22.5,9.5,0.845360825,8.030927835,354.7
11731,40,Male,54.7,1.64,180,144,77,0.57,Cardio,26.0,2.5,3,0,20.4,7.0,0.650485437,4.553398058,142.0
11732,32,Male,77.0,1.8,196,139,69,1.05,Yoga,18.8,4.2,5,1,23.9,3.0,0.551181102,1.653543307,133.7
11733,48,Male,64.9,1.64,179,164,79,0.25,HIIT,21.5,2.2,3,0,24.0,9.5,0.85,8.075,131.0
11734,26,Female,68.0,1.75,193,161,65,1.03,Mixed,14.7,4.5,6,2,22.1,8.0,0.75,6.0,420.2
11735,42,Female,61.6,1.67,179,143,59,0.73,Strength,19.1,3.6,5,1,22.2,6.0,0.7,4.2,188.9
11736,42,Male,52.7,1.58,185,153,55,0.89,Mixed,17.4,4.3,4,2,21.2,8.0,0.753846154,6.030769231,282.9
11737,38,Male,74.4,1.84,176,145,71,0.41,Strength,28.6,3.0,2,0,22.0,6.0,0.704761905,4.228571429,129.0
11738,26,Female,85.2,1.69,196,177,72,0.51,HIIT,21.4,3.1,5,1,29.7,9.5,0.846774194,8.044354839,349.5
11739,55,Male,67.5,1.61,163,135,68,0.93,Strength,26.1,4.5,4,1,26.1,6.0,0.705263158,4.231578947,265.6
11740,39,Female,62.0,1.54,188,148,72,0.94,Cardio,17.5,3.2,5,1,26.1,7.0,0.655172414,4.586206897,267.3
11741,40,Female,67.5,1.55,183,152,62,0.98,Mixed,14.0,4.6,4,2,28.0,8.0,0.743801653,5.950413223,393.6
11742,21,Female,74.7,1.64,190,173,75,0.71,HIIT,19.2,3.2,6,2,27.7,9.5,0.852173913,8.095652174,429.4
11743,46,Male,104.1,1.87,172,136,69,0.96,Cardio,11.9,3.3,3,1,29.7,7.0,0.650485437,4.553398058,455.0
11744,32,Female,69.3,1.62,195,148,61,1.38,Cardio,15.3,3.5,5,3,26.4,7.0,0.649253731,4.544776119,434.6
11745,18,Male,82.6,1.82,205,156,65,1.08,Cardio,19.9,3.4,5,1,24.8,7.0,0.65,4.55,405.9
11746,47,Female,60.1,1.67,168,138,68,0.87,Strength,31.4,3.2,4,1,21.6,6.0,0.7,4.2,219.6
11747,46,Male,50.5,1.56,169,135,72,0.92,Cardio,19.1,2.9,3,1,20.7,7.0,0.649484536,4.546391753,211.2
11748,37,Male,73.4,1.63,183,144,70,0.46,Cardio,18.4,3.2,4,1,27.5,7.0,0.654867257,4.584070796,154.8
11749,50,Female,56.7,1.55,170,136,56,0.84,Strength,21.1,3.7,4,1,23.6,6.0,0.701754386,4.210526316,200.5
11750,58,Female,47.2,1.59,161,148,77,0.5,HIIT,31.7,2.7,3,0,18.6,9.5,0.845238095,8.029761905,189.5
11751,53,Female,45.6,1.59,165,137,73,0.37,Strength,15.4,3.6,4,1,18.0,6.0,0.695652174,4.173913043,70.4
11752,39,Female,72.3,1.49,178,163,79,0.58,HIIT,30.3,2.4,2,0,32.6,9.5,0.848484848,8.060606061,338.0
11753,30,Male,67.3,1.83,201,183,80,0.47,HIIT,30.3,3.1,3,0,20.1,9.5,0.851239669,8.08677686,255.8
11754,24,Male,61.5,1.7,194,153,76,0.47,Cardio,22.4,2.5,3,0,21.3,7.0,0.652542373,4.56779661,132.0
11755,25,Male,75.1,1.61,192,140,77,1.39,Yoga,10.7,4.3,6,2,28.9,3.0,0.547826087,1.643478261,171.6
11756,45,Male,55.5,1.7,178,152,76,0.36,Mixed,21.7,3.9,3,0,19.2,8.0,0.745098039,5.960784314,119.1
11757,26,Male,66.6,1.6,193,131,55,1.07,Yoga,24.9,4.0,7,3,26.1,3.0,0.550724638,1.652173913,117.7
11758,42,Female,65.8,1.45,173,136,66,0.97,Cardio,18.4,3.4,6,2,31.3,7.0,0.654205607,4.579439252,292.3
11759,33,Female,117.2,1.9,186,169,76,0.72,HIIT,21.3,3.5,5,1,32.5,9.5,0.845454545,8.031818182,677.8
11760,27,Male,64.1,1.7,193,154,63,0.46,Strength,22.0,3.3,5,1,22.2,6.0,0.7,4.2,123.8
11761,28,Female,62.9,1.62,194,152,74,0.71,Cardio,31.8,2.8,2,0,24.0,7.0,0.65,4.55,203.2
11762,48,Female,49.5,1.49,174,158,71,0.88,HIIT,18.9,3.4,6,2,22.4,9.5,0.844660194,8.024271845,349.5
11763,29,Female,56.1,1.53,186,152,72,0.93,Strength,32.1,3.9,2,0,23.9,6.0,0.701754386,4.210526316,219.7
11764,48,Female,99.4,1.85,175,140,74,0.25,Cardio,25.9,2.5,3,0,29.2,7.0,0.653465347,4.574257426,113.7
11765,31,Female,61.6,1.83,193,175,69,0.87,HIIT,20.4,3.5,6,2,18.4,9.5,0.85483871,8.120967742,435.2
11766,49,Female,81.9,1.76,166,122,69,0.45,Yoga,32.0,4.4,2,0,26.6,3.0,0.546391753,1.639175258,60.4
11767,34,Male,57.1,1.57,182,132,70,1.05,Yoga,20.4,3.5,3,1,23.2,3.0,0.553571429,1.660714286,99.6
11768,52,Female,98.8,1.83,167,140,60,1.22,Mixed,17.9,4.8,7,2,29.5,8.0,0.747663551,5.981308411,721.0
11769,18,Female,87.1,1.72,203,154,64,0.87,Cardio,18.0,3.1,5,2,29.3,7.0,0.647482014,4.532374101,343.4
11770,46,Male,68.2,1.75,175,160,76,0.39,HIIT,24.7,2.9,2,0,22.4,9.5,0.848484848,8.060606061,214.4
11771,21,Male,70.1,1.72,199,179,65,1.19,HIIT,18.2,3.4,6,3,23.6,9.5,0.850746269,8.082089552,674.2
11772,40,Male,64.5,1.53,173,127,72,0.86,Yoga,21.8,3.9,3,1,27.6,3.0,0.544554455,1.633663366,90.6
11773,45,Female,68.0,1.56,180,146,67,0.91,Strength,22.7,3.7,5,1,27.9,6.0,0.699115044,4.194690265,259.6
11774,33,Male,47.8,1.63,182,150,76,0.71,Strength,26.9,3.6,4,1,18.0,6.0,0.698113208,4.188679245,142.2
11775,29,Female,83.9,1.74,198,162,78,0.48,Strength,27.3,3.2,2,0,27.6,6.0,0.7,4.2,169.1
11776,38,Male,72.7,1.54,188,150,60,0.88,Strength,23.7,3.9,4,1,30.6,6.0,0.703125,4.21875,269.9
11777,34,Female,69.2,1.66,180,164,74,1.01,HIIT,23.0,4.0,3,1,25.0,9.5,0.849056604,8.066037736,563.8
11778,57,Female,76.8,1.66,165,118,60,1.45,Yoga,15.4,4.9,7,3,27.8,3.0,0.552380952,1.657142857,184.5
11779,30,Male,90.1,1.76,197,159,70,0.73,Strength,27.4,4.1,3,1,29.1,6.0,0.700787402,4.204724409,276.6
11780,49,Female,76.0,1.75,174,146,81,0.4,Strength,27.8,2.9,3,0,24.9,6.0,0.698924731,4.193548387,127.5
11781,54,Female,68.0,1.58,158,135,69,0.44,Mixed,25.9,4.1,3,1,27.3,8.0,0.741573034,5.93258427,177.5
11782,32,Female,80.1,1.82,188,146,69,0.91,Cardio,18.2,3.3,4,2,24.1,7.0,0.647058824,4.529411765,330.2
11783,29,Female,58.2,1.56,195,165,76,0.71,Mixed,26.9,4.2,3,1,23.8,8.0,0.74789916,5.983193277,247.2
11784,32,Male,68.4,1.79,196,178,75,0.63,HIIT,26.6,2.9,3,0,21.4,9.5,0.851239669,8.08677686,348.5
11785,51,Male,65.2,1.62,168,136,77,0.49,Cardio,29.7,2.0,2,0,24.7,7.0,0.648351648,4.538461538,145.0
11786,23,Male,90.8,1.7,189,150,78,0.4,Cardio,19.1,2.6,2,0,31.5,7.0,0.648648649,4.540540541,164.9
11787,34,Female,59.1,1.7,197,158,67,0.83,Strength,24.7,3.4,4,2,20.4,6.0,0.7,4.2,206.0
11788,37,Male,76.5,1.7,182,141,64,1.34,Cardio,8.0,3.3,7,3,26.5,7.0,0.652542373,4.56779661,468.2
11789,26,Male,77.2,1.75,201,182,70,0.25,HIIT,24.9,2.1,3,0,25.3,9.5,0.854961832,8.122137405,156.8
11790,22,Female,88.4,1.72,197,164,67,0.8,Mixed,12.6,4.0,4,1,29.9,8.0,0.746153846,5.969230769,422.1
11791,40,Male,94.8,1.76,183,147,64,0.95,Strength,18.0,4.0,3,1,30.7,6.0,0.697478992,4.18487395,376.9
11792,50,Male,60.5,1.73,167,127,78,0.55,Yoga,15.7,3.6,4,1,20.3,3.0,0.550561798,1.651685393,55.0
11793,55,Male,52.4,1.55,162,137,62,0.86,Mixed,20.1,4.2,5,1,21.7,8.0,0.75,6.0,270.4
11794,31,Female,63.9,1.71,198,160,72,1.24,Strength,23.9,3.9,7,2,21.9,6.0,0.698412698,4.19047619,332.0
11795,34,Male,58.2,1.62,191,155,72,0.63,Strength,27.1,3.6,5,1,22.1,6.0,0.697478992,4.18487395,153.4
11796,36,Male,55.2,1.57,184,139,56,1.19,Cardio,11.7,3.9,7,3,22.4,7.0,0.6484375,4.5390625,298.2
11797,50,Male,69.2,1.65,175,141,64,0.69,Strength,14.7,3.0,3,1,25.4,6.0,0.693693694,4.162162162,198.7
11798,18,Female,59.4,1.7,199,161,75,0.59,Strength,22.3,3.3,2,0,20.6,6.0,0.693548387,4.161290323,145.8
11799,30,Female,61.5,1.7,190,144,59,0.94,Cardio,9.7,2.3,7,3,21.2,7.0,0.648854962,4.541984733,262.6
11800,44,Male,66.4,1.79,177,152,77,0.4,Mixed,20.9,4.0,2,0,20.8,8.0,0.75,6.0,159.4
11801,23,Male,85.2,1.81,193,131,55,1.19,Yoga,11.9,4.6,4,2,26.0,3.0,0.550724638,1.652173913,167.5
11802,23,Male,69.7,1.71,193,137,69,0.66,Yoga,23.3,3.3,5,1,23.7,3.0,0.548387097,1.64516129,75.7
11803,50,Female,69.1,1.73,161,116,61,0.96,Yoga,19.0,3.2,4,2,23.0,3.0,0.55,1.65,109.5
11804,47,Female,58.9,1.69,168,154,76,0.71,HIIT,31.4,3.3,5,1,20.6,9.5,0.847826087,8.054347826,336.8
11805,52,Male,55.5,1.76,177,152,77,0.96,Mixed,18.7,4.3,3,0,18.0,8.0,0.75,6.0,319.7
11806,40,Male,91.2,1.73,171,135,67,0.43,Cardio,20.2,2.8,5,1,30.5,7.0,0.653846154,4.576923077,179.5
11807,27,Female,64.1,1.67,193,141,77,0.87,Yoga,21.3,4.0,4,1,22.8,3.0,0.551724138,1.655172414,92.3
11808,36,Female,125.1,1.9,185,150,68,0.58,Strength,26.8,3.4,5,1,34.8,6.0,0.700854701,4.205128205,305.1
11809,45,Male,71.6,1.63,174,139,59,1.13,Strength,15.6,3.9,7,3,27.1,6.0,0.695652174,4.173913043,337.7
11810,40,Female,104.4,1.83,184,150,71,0.82,Strength,24.3,4.1,3,1,31.3,6.0,0.699115044,4.194690265,359.1
11811,21,Male,66.7,1.54,198,162,80,0.52,Strength,30.1,2.8,3,0,28.0,6.0,0.694915254,4.169491525,144.6
11812,37,Male,76.4,1.76,188,148,75,0.61,Cardio,18.3,3.0,3,0,24.6,7.0,0.646017699,4.522123894,210.7
11813,36,Female,71.9,1.82,187,135,72,0.87,Yoga,22.0,3.8,4,2,21.6,3.0,0.547826087,1.643478261,102.8
11814,59,Male,44.6,1.49,154,125,58,0.86,Strength,8.0,3.2,5,3,20.1,6.0,0.697916667,4.1875,160.6
11815,44,Male,81.7,1.69,182,153,65,0.74,Mixed,14.9,4.4,4,1,28.5,8.0,0.752136752,6.017094017,363.8
11816,51,Male,76.9,1.75,167,145,78,0.8,Mixed,25.7,4.2,3,1,25.1,8.0,0.752808989,6.02247191,370.5
11817,21,Male,77.0,1.71,190,144,58,0.95,Cardio,13.5,3.2,7,3,26.5,7.0,0.651515152,4.560606061,333.6
11818,55,Male,80.4,1.72,167,136,78,0.49,Cardio,25.3,2.6,2,0,27.3,7.0,0.651685393,4.561797753,179.7
11819,24,Male,72.9,1.69,195,164,74,0.82,Mixed,25.2,4.3,4,1,25.4,8.0,0.743801653,5.950413223,355.7
11820,24,Male,54.5,1.57,204,186,80,0.77,HIIT,25.1,3.4,3,1,22.1,9.5,0.85483871,8.120967742,340.8
11821,43,Female,101.3,1.9,182,166,74,0.73,HIIT,30.2,3.3,3,0,28.1,9.5,0.851851852,8.092592593,598.4
11822,43,Female,61.6,1.63,172,125,68,0.88,Yoga,21.9,4.1,4,2,23.2,3.0,0.548076923,1.644230769,89.1
11823,36,Male,72.4,1.72,189,136,71,0.84,Yoga,30.1,3.9,2,0,24.4,3.0,0.550847458,1.652542373,100.5
11824,26,Female,70.1,1.62,191,155,73,0.47,Strength,28.2,3.2,2,0,26.9,6.0,0.694915254,4.169491525,137.4
11825,37,Male,50.1,1.45,175,148,66,0.77,Mixed,19.3,4.6,3,1,23.8,8.0,0.752293578,6.018348624,232.2
11826,59,Male,45.4,1.59,158,145,74,0.52,HIIT,20.6,3.1,4,1,18.0,9.5,0.845238095,8.029761905,189.6
11827,33,Female,66.4,1.54,180,145,80,0.45,Cardio,26.2,2.7,3,0,28.2,7.0,0.65,4.55,136.0
11828,34,Male,92.9,1.79,186,153,77,0.47,Strength,24.6,2.6,3,0,29.0,6.0,0.697247706,4.183486239,182.7
11829,39,Male,47.2,1.62,191,137,71,0.73,Yoga,22.2,4.0,3,0,18.0,3.0,0.55,1.65,56.9
11830,30,Female,52.6,1.63,190,173,72,0.26,HIIT,30.5,2.7,3,0,19.8,9.5,0.855932203,8.131355932,111.2
11831,29,Female,79.5,1.57,193,174,61,1.38,HIIT,18.8,3.4,7,2,32.1,9.5,0.856060606,8.132575758,892.2
11832,27,Female,71.1,1.69,188,138,77,0.68,Yoga,26.4,3.6,2,0,24.9,3.0,0.54954955,1.648648649,79.7
11833,18,Female,62.1,1.61,199,140,67,0.62,Yoga,30.9,3.5,2,0,24.0,3.0,0.553030303,1.659090909,63.9
11834,49,Female,70.6,1.78,174,141,63,0.76,Strength,14.0,4.1,4,2,22.3,6.0,0.702702703,4.216216216,226.2
11835,47,Female,58.1,1.71,173,147,68,1.21,Mixed,30.7,4.5,3,0,19.9,8.0,0.752380952,6.019047619,423.1
11836,25,Male,61.2,1.62,191,133,63,1.32,Yoga,10.9,4.4,7,3,23.2,3.0,0.546875,1.640625,132.5
11837,38,Female,86.9,1.77,187,155,60,1.42,Mixed,19.1,4.7,6,2,27.9,8.0,0.748031496,5.984251969,738.4
11838,39,Female,67.6,1.68,182,167,85,0.65,HIIT,23.8,3.7,2,0,23.9,9.5,0.845360825,8.030927835,352.9
11839,35,Male,74.8,1.68,195,177,75,0.72,HIIT,17.3,2.7,4,1,26.4,9.5,0.85,8.075,434.9
11840,19,Male,73.1,1.53,204,168,60,1.39,Mixed,8.0,4.6,5,3,31.1,8.0,0.75,6.0,609.7
11841,26,Female,60.7,1.67,188,153,72,0.34,Strength,24.8,2.9,4,1,21.7,6.0,0.698275862,4.189655172,86.5
11842,20,Male,73.9,1.71,201,156,72,0.58,Cardio,15.4,2.8,4,1,25.2,7.0,0.651162791,4.558139535,195.4
11843,43,Male,92.1,1.81,171,143,60,0.74,Mixed,13.4,3.4,7,2,28.0,8.0,0.747747748,5.981981982,407.7
11844,38,Male,52.2,1.6,192,140,76,1.08,Yoga,19.4,4.5,3,1,20.3,3.0,0.551724138,1.655172414,93.3
11845,47,Male,89.2,1.9,168,154,75,0.25,HIIT,21.8,2.9,2,0,24.7,9.5,0.849462366,8.069892473,180.0
11846,45,Male,94.9,1.74,181,148,71,0.67,Strength,27.0,3.0,2,0,31.5,6.0,0.7,4.2,267.0
11847,53,Male,52.9,1.53,172,156,68,1.24,HIIT,18.3,4.1,5,2,22.6,9.5,0.846153846,8.038461538,527.3
11848,43,Male,72.0,1.6,174,132,55,1.34,Cardio,9.3,3.9,7,3,28.3,7.0,0.647058824,4.529411765,437.0
11849,51,Female,77.8,1.82,171,143,78,0.96,Strength,25.8,3.5,2,0,23.4,6.0,0.698924731,4.193548387,313.2
11850,25,Male,101.6,1.8,196,178,72,0.75,HIIT,18.0,3.8,4,1,31.2,9.5,0.85483871,8.120967742,618.8
11851,27,Female,50.9,1.68,197,162,57,1.45,Mixed,19.2,4.9,7,3,18.0,8.0,0.75,6.0,442.8
11852,31,Male,69.7,1.69,190,173,80,0.76,HIIT,32.6,3.3,2,0,24.3,9.5,0.845454545,8.031818182,425.5
11853,57,Male,44.2,1.56,160,147,74,0.45,HIIT,17.7,2.5,5,1,18.1,9.5,0.848837209,8.063953488,160.4
11854,32,Female,69.6,1.81,191,172,68,0.61,HIIT,21.0,2.9,3,1,21.2,9.5,0.845528455,8.032520325,341.0
11855,34,Male,52.9,1.58,189,139,78,0.25,Yoga,21.7,3.3,3,0,21.2,3.0,0.54954955,1.648648649,21.8
11856,35,Male,71.4,1.76,180,128,63,0.25,Yoga,21.2,3.6,3,1,22.9,3.0,0.555555556,1.666666667,29.8
11857,49,Female,63.4,1.82,159,147,77,0.69,HIIT,36.8,2.9,3,0,19.2,9.5,0.853658537,8.109756098,354.8
11858,55,Male,67.3,1.68,168,143,68,0.47,Mixed,20.9,3.2,2,0,23.7,8.0,0.75,6.0,189.8
11859,40,Male,81.6,1.78,182,141,66,0.7,Cardio,20.6,2.5,5,2,25.8,7.0,0.646551724,4.525862069,258.5
11860,40,Female,62.6,1.86,182,148,68,0.98,Strength,16.7,3.5,4,2,18.0,6.0,0.701754386,4.210526316,258.3
11861,52,Female,62.5,1.71,175,146,62,1.31,Mixed,17.6,4.7,7,3,21.5,8.0,0.743362832,5.946902655,486.9
11862,56,Male,94.4,1.66,168,143,68,1.6,Mixed,8.0,4.9,5,3,34.2,8.0,0.75,6.0,906.2
11863,32,Female,70.9,1.67,194,160,56,1.28,Mixed,18.3,4.5,7,3,25.3,8.0,0.753623188,6.028985507,547.1
11864,41,Male,46.4,1.61,183,151,77,1.04,Strength,22.6,3.3,2,0,18.0,6.0,0.698113208,4.188679245,202.1
11865,45,Male,47.3,1.6,176,126,64,0.63,Yoga,22.1,3.7,3,0,18.4,3.0,0.553571429,1.660714286,49.5
